StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,Q3.1,Q3.2,Q3.3,Q3.4,Q4.2,Q4.3,Q4.4,Q4.5_1,Q4.7,Q4.8,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q7.1_1,Q7.2_1,Q7.3_1,Q7.4,Q7.5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q392_First Click,Q392_Last Click,Q392_Page Submit,Q392_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q371_First Click,Q371_Last Click,Q371_Page Submit,Q371_Click Count,Q393_First Click,Q393_Last Click,Q393_Page Submit,Q393_Click Count,Q374_1,Q375_1,Q376_1,Q377_1,Q378_1,Q379_1,Q380_1,Q380_2,Q380_3,Q380_4,Q380_5,Q380_6,Q382_First Click,Q382_Last Click,Q382_Page Submit,Q382_Click Count,Q410_First Click,Q410_Last Click,Q410_Page Submit,Q410_Click Count,Q385_1,Q386_1,Q387_1,Q388_1,Q389_1,Q390_1,Q391_1,Q391_2,Q391_3,Q391_4,Q391_5,Q391_6,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11,Q12,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q14#1_1,Q14#1_2,Q14#1_3,Q14#1_4,Q14#1_5,Q14#1_6,Q14#1_7,Q14#1_8,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,NPS.2,NPS.3,NPS.4,NPS.5_NPS_GROUP,NPS.5,NPS.6,PROLIFIC_PID
2025-08-03 16:02:56,2025-08-03 16:25:42,IP Address,5.65.200.103,100,1365,True,2025-08-03 16:25:42,R_8VR5jggHXHTA5M5,,,,,54.58,-5.928,anonymous,EN,I agree and I want to participate,6762be457892bc500e7621a9,Desktop,Other,English,25 to 44,Female,"Some college/university, no degree",United Kingdom,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",1,5,1,2,7,7,1,Multiple times a day,9,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,386.949,0,0,0,133.057,0,1,5,7,3,7,5,1,4,4,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,91.256,0,7,7,7,1,1,7,Because I have read about this subject before,6,4,7,5,4,6,Yes,"that Zelensky only seeks to prolong the conflict. Accusing Ukraine of playing games. Using dialogue that isights emotion. Stating that zelensky refused to call new elections, when in fact this is normal when a country is at war. Accussing him of embezzelment and infering money is zelenskys motivation.Blaming zelensky as the roadblock for peace when in fact Russia started the war.",10.729,302.198,302.901,14,Yes,No,Yes,Yes,Yes,No,No,No,10.729,302.199,302.901,14,,No,nothing,Detractor,1,,
2025-07-27 16:30:20,2025-07-27 16:39:58,IP Address,149.22.204.131,59,578,False,2025-08-03 16:40:03,R_8qDYUPsypBe7cgd,,,,,51.4017,-0.1624,anonymous,EN,I agree and I want to participate,63dd37970407f565167e5361,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United Kingdom,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",2,2,5,4,3,3,4,Once a month,8,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,8.618,192.819,193.374,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 18:46:30,2025-07-27 18:54:57,IP Address,86.1.147.123,59,506,False,2025-08-03 18:55:00,R_272v7xAXYFkvM7W,,,,,53.5495,-2.7659,anonymous,EN,I agree and I want to participate,5efe25a46e799912a9e250c3,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,6,2,1,7,6,2,Multiple times a day,7,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,252.633,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 19:48:44,2025-07-27 19:59:40,IP Address,148.252.129.60,1,655,False,2025-08-03 19:59:43,R_21EQ6UMQFIlgBNW,,,,,51.4964,-0.1224,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 21:18:06,2025-07-27 21:27:30,IP Address,81.100.182.227,59,563,False,2025-08-03 21:27:34,R_29uIkGyrY969dTk,,,,,52.6181,-1.1804,anonymous,EN,I agree and I want to participate,66be7301e7d69c455ad941e2,Desktop,Other,English,18 to 24,Female,"Some college/university, no degree",United Kingdom,"Elementary Occupations – routine manual or simple tasks (e.g. cleaner, porter, shelf stacker)","Yes, I will",6,6,2,4,5,6,3,Rarely,8,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",,4.706,245.578,251.604,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 02:16:53,2025-07-28 02:22:34,IP Address,50.68.166.118,18,340,False,2025-08-04 02:22:34,R_3d0TMV1tX64EtTe,,,,,49.3164,-123.0572,anonymous,EN,I agree and I want to participate,652d6e252c94536d1d6070de,Desktop,Other,English,25 to 44,Male,Bachelor's degree,Canada,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",5,6,3,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 05:13:44,2025-07-28 05:35:45,IP Address,166.48.10.236,71,1321,False,2025-08-04 05:35:48,R_6zZMb2MZwm6feb7,,,,,43.0129,-81.2346,anonymous,EN,I agree and I want to participate,66a41150618c8d803d68aad7,Desktop,Other,English,18 to 24,Female,"Some college/university, no degree",Canada,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",5,6,4,3,5,5,3,Once a week,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,163.412,0,0,0,608.297,0,6,3,5,5,3,3,2,3,5,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 09:25:26,2025-07-28 09:30:15,IP Address,86.175.109.62,58,288,False,2025-08-04 09:30:22,R_8VqRh8ZhmXfgAAV,,,,,54.9001,-1.4211,anonymous,EN,I agree and I want to participate,5a4698b97a3e3a0001dd564e,Desktop,Other,English,25 to 44,Female,"Some college/university, no degree",United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",5,4,4,2,6,6,4,Multiple times a day,9,online news websites,,,,,,,,,,,,,,,,,,,,,,0,0,188.359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 09:30:28,2025-07-28 10:57:30,IP Address,216.120.189.221,59,5222,False,2025-08-04 10:57:37,R_2KxSwfRMDDu8MFm,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,67895b7d6400163124042af7,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,5,5,3,6,6,4,Once a week,10,"social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,477.637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 10:57:40,2025-07-28 11:19:13,IP Address,79.77.96.72,59,1293,False,2025-08-04 11:19:17,R_8GT9O88vAfBtNQJ,,,,,53.5541,-1.1302,anonymous,EN,I agree and I want to participate,676a9b531cb65fc67fc7eecd,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",United Kingdom,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",6,7,1,2,7,6,1,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,16.423,632.23,634.332,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 13:05:24,2025-07-28 13:46:30,IP Address,130.88.208.79,59,2466,False,2025-08-04 13:46:33,R_8PIcrFPCFZrBMzb,,,,,53.4809,-2.2374,anonymous,EN,I agree and I want to participate,60537fdcda0ac05f1c59c57f,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",5,5,2,2,6,6,2,Several times a week,8,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.635,222.196,234.637,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 14:16:45,2025-07-28 14:39:50,IP Address,86.160.78.248,59,1385,False,2025-08-04 14:39:51,R_8t7JHE00Ko8jsYN,,,,,52.2242,0.1315,anonymous,EN,I agree and I want to participate,6102f39250ab7e19721ebbfe,Desktop,Other,English,18 to 24,Female,Bachelor's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",3,4,3,5,4,4,2,Once a week,10,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.402,7.402,250.446,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05 10:14:52,2025-08-05 10:34:46,IP Address,196.11.179.75,100,1194,True,2025-08-05 10:34:47,R_8pb8TQZaazN5NY0,,,,,-26.2309,28.0583,anonymous,EN,I agree and I want to participate,6056e89e532b129f52091452,Desktop,Other,English,25 to 44,Female,Bachelor's degree,South Africa,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",4,5,1,3,5,4,4,Once a day,8,"traditional media (e.g. newspapers, TV news channels),online news websites",,3.916,287.098,290.372,7,48.917,250.535,252.383,3,7,4,2,7,4,5,3,1,7,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.931,45.682,47.852,3,6,4,5,4,5,4,I had to carefully read the article so I can objectively take in the information,5,3,6,4,3,3,Yes,It contains emotive language use,14.581,82.943,84.196,12,Yes,No,Yes,No,Yes,Yes,Yes,No,14.582,82.943,84.196,12,,Yes,,Detractor,4,,
2025-08-05 10:36:39,2025-08-05 11:31:35,IP Address,41.121.11.188,100,3296,True,2025-08-05 11:31:36,R_8dgxLnTLtqwC3d4,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,60b60bd5aeeb1392d636184d,Desktop,Other,English,25 to 44,Male,Bachelor's degree,South Africa,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",5,5,2,3,7,4,2,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,30.616,356.012,357.073,8,189.242,1569.808,1596.241,9,7,4,5,5,5,5,2,3,5,5,4,5,,,,,,,,,,,,,,,,,,,,,119.806,179.26,190.906,3,6,2,4,4,3,6,"With what I read I already had my own background on the what was being discussed on the article, hence my thoughts would deliberately support statements that the President of Ukraine doesn't really want the war to end ",6,6,4,5,5,4,,,21.084,96.188,97.774,13,Yes,No,No,Yes,Yes,Yes,No,No,21.084,96.188,97.774,13,It should answer a little faster,Yes,"For me it just helped me by asking me more questions to better analyze the article ",Passive,7,,
2025-08-05 11:33:36,2025-08-05 11:56:09,IP Address,1.123.225.78,100,1352,True,2025-08-05 11:56:10,R_9f78CNyfhW6oIF2,,,,,-37.7839,145.379,anonymous,EN,I agree and I want to participate,650aed4bc8f77b094031b0e5,Desktop,Other,English,25 to 44,Female,Bachelor's degree,,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",7,7,1,1,7,7,3,Once a day,9,"traditional media (e.g. newspapers, TV news channels),online news websites",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,396.367,0,0,0,237.17,0,7,4,7,7,7,7,1,2,7,4,3,1,0,0,94.967,0,4,4,5,7,6,7,"It was biased from the start- why?  a well balanced article would state the perspectives of both sides- this did not. I don't value highly biased articles that are written to promote social division and conspiracy theories (even if some of the content is true/believable) . ",3,1,7,1,1,4,Yes,It's biased. It's politically motivated and doesn't state multiple vantage points. Good journalism includes different perspectives.,1.037,103.003,103.89,13,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.037,103.003,103.89,13,Not sure,No,It didn't' give me anything. I have my answer and the chat immediately ended (maybe it had nothing more to add!?),Detractor,1,didn't' give me much- not sure how much it was supposed to. There was no back and forth conversation,
2025-08-05 12:03:58,2025-08-05 12:59:24,IP Address,216.120.189.214,100,3325,True,2025-08-05 12:59:25,R_20vzlxrbvrYHw9s,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,673333f751db5adf81499f5d,Desktop,Other,English,45 to 64,Female,Master's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,3,2,7,7,6,7,Multiple times a day,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,256.369,0,0,0,824.659,0,7,6,7,7,7,7,5,7,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,89.906,0,7,6,7,7,7,7,"i felt more into the article and trying to understand everything bit by bit with better understanding ",4,7,6,7,7,7,No,"cause from the story matches from what we do  hear from the other news  ",3.097,114.227,115.534,12,No,No,Yes,No,Yes,Yes,Yes,No,3.097,114.226,115.533,12,none,Yes,"the article ",Promoter,10,none,
2025-08-05 13:05:06,2025-08-05 13:06:15,IP Address,145.40.131.163,100,68,True,2025-08-05 13:06:15,R_24Qak1X6Y2OXF7P,,,,,50.82,-1.0664,anonymous,EN,I agree and I want to participate,57165ba7c5aca2000a8d32ca,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05 13:06:23,2025-08-05 13:06:33,IP Address,145.40.131.163,100,10,True,2025-08-05 13:06:33,R_2NODxfkJsrVVJ5U,,,,,50.82,-1.0664,anonymous,EN,I agree and I want to participate,uzh.ch,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05 13:28:28,2025-08-05 13:48:11,IP Address,90.242.138.31,100,1182,True,2025-08-05 13:48:11,R_28Oq7UyA6TbTnWi,,,,,53.4809,-2.2374,anonymous,EN,I agree and I want to participate,6150211a925e04bf1277e3fe,Desktop,Other,English,18 to 24,Female,High school diploma or equivalent,United Kingdom,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",5,5,3,3,5,5,2,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,0,0,200.026,0,0,0,486.52,0,5,3,5,3,3,3,3,3,6,4,4,5,,,,,,,,,,,,,,,,,,,,,0,0,77.658,0,4,3,5,5,3,5,"My thoughts felt more deliberate because I already had a positive attitude towards Ukraine, and although I try to see from both sides, I do not allow articles to sway my views if I have done research from non-biased sources previously.",4,3,6,5,3,5,Yes,"Because it paints the picture that Zelensky is completely wrong, and Putin is in the right.",1.539,64.366,65.526,10,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.539,64.367,65.526,10,"I feel like the voice sounds quite monotone, so perhaps making it more interesting?",Yes,It gave me different viewpoints,Detractor,6,N/A,
2025-08-05 14:02:54,2025-08-05 15:14:28,IP Address,197.185.190.32,100,4293,True,2025-08-05 15:14:28,R_8vutUYst1UWVqY9,,,,,-26.2309,28.0583,anonymous,EN,I agree and I want to participate,609a83645a6b336762951202,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",South Africa,"Craft & Related Trades Workers – hands-on skilled trades (e.g. carpenter, plumber, electrician)","Yes, I will",7,7,2,1,7,5,4,Several times a week,1,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.035,982.361,984.412,8,836.999,1760.445,1762.488,2,7,7,7,5,5,7,5,4,2,7,7,7,0,0,220.779,0,7,7,6,2,7,6,"I have been a somewhat slow reader because that's how I am able to absorb more details and capture important points of the article without having to skim through everything and forget most of the information. so, I was giving my honest thoughts on everything I've been doing.",5,7,1,7,4,5,No,"most of the information I read through here is what I've seen in my day-to-day life through social media platforms and other news websites that I trust. hence, I do see most of what I've already seen but there are a few passages that i find suspicious.",1.494,306.248,313.754,25,Yes,No,No,Yes,Yes,No,No,No,1.493,306.247,313.753,25,none that ai is spectacular and a great conversationalist.,Yes,the way it summarized my thoughts and gave me different elements about the topic that I might have been missing.,Promoter,10,no,
2025-08-05 15:15:42,2025-08-05 15:17:44,IP Address,86.150.73.68,100,122,True,2025-08-05 15:17:45,R_2coXDvlNhnI8tpw,,,,,52.7681,-1.2026,anonymous,EN,I agree and I want to participate,6612990fa0e1d2605331a833,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 15:07:26,2025-07-29 15:17:56,IP Address,81.102.175.122,58,629,False,2025-08-05 15:17:57,R_2jwInhJFBa39Qqd,,,,,50.368,-4.1329,anonymous,EN,I agree and I want to participate,647849063b9fd9be24803727,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,5,6,1,6,7,4,Several times a week,7,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,0,0,374.298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05 15:17:56,2025-08-05 15:18:34,IP Address,86.150.73.68,100,37,True,2025-08-05 15:18:34,R_2dS41ie9WG31TnU,,,,,52.7681,-1.2026,anonymous,EN,I agree and I want to participate,6612990fa0e1d2605331a833,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05 15:18:36,2025-08-05 15:21:01,IP Address,86.150.73.68,100,145,True,2025-08-05 15:21:01,R_2J9OgyeB0Q5lzDP,,,,,52.7681,-1.2026,anonymous,EN,I agree and I want to participate,6612990fa0e1d2605331a833,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05 15:25:33,2025-08-05 15:42:57,IP Address,5.133.46.139,100,1043,True,2025-08-05 15:42:58,R_8hEUZQ4doslBoLN,,,,,53.4606,-2.2572,anonymous,EN,I agree and I want to participate,63657dcd84165a0593cbc832,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Plant & Machine Operators – operate machinery (e.g. assembly-line worker, forklift operator)","Yes, I will",4,5,3,3,4,5,1,Several times a week,1,"social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,172.544,172.544,173.344,1,0,0,360.238,0,5,5,3,3,4,3,5,3,7,4,2,2,,,,,,,,,,,,,,,,,,,,,0,0,57.076,0,2,4,3,3,4,3,"In all fairness, i have already read on this subject, so it was a bit like going back through the notes, as such.",5,5,5,4,3,4,Yes,"America has new puppets to play with (Syria), and so, public opinion needs to shift on Ukraine now that they are done using them as a proxy",6.174,74.303,74.97,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.175,74.303,74.97,16,,No,,Detractor,0,,
2025-08-05 15:43:20,2025-08-05 15:46:33,IP Address,77.98.43.152,100,193,True,2025-08-05 15:46:34,R_2wKnFEGTM3U594Q,,,,,53.4146,-2.2274,anonymous,EN,I agree and I want to participate,66297cadc95e2a5bf8e909e6,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05 16:10:24,2025-08-05 16:55:05,IP Address,99.172.164.188,100,2680,True,2025-08-05 16:55:06,R_6OIT5ndicLr78sD,,,,,35.3352,-97.4789,anonymous,EN,I agree and I want to participate,6684b71a5615b7da8e59ce56,Desktop,Other,English,45 to 64,Female,Bachelor's degree,United States,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,6,2,2,6,6,3,Once a week,8,"online news websites,news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.278,6.278,210.891,1,0,0,1547.094,0,4,3,4,4,3,4,3,4,3,4,4,4,0,0,101.571,0,4,3,5,3,4,3,"I feel like I was thinking a variety of thoughts which didn't feel well thought out and deliberate more just a random thought process. I would likely read the article several times in order to have a more complete opinion. ",3,4,4,4,4,4,Yes,"The title for starters is kind of where is starts and leans to Russian biases. Going further into the article quoting Putin's opinion on Zelensky. It feels somewhat biased and in favor of Russia even though it is subtle. ",32.141,279.449,298.472,13,Yes,No,Yes,Yes,Yes,Yes,Yes,No,32.141,279.449,298.472,13,"The Ai interaction went without issue and I see no improvements to be made. ",No,"It stated the same information in different ways. ",Detractor,6,,
2025-08-05 16:56:16,2025-08-05 18:00:27,IP Address,68.33.227.117,100,3850,True,2025-08-05 18:00:27,R_31FOy5wQLIng2wP,,,,,39.3343,-76.4394,anonymous,EN,I agree and I want to participate,65baa72531ba3e8cb06d96ea,Desktop,Other,English,18 to 24,Female,High school diploma or equivalent,United States,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",5,6,1,4,5,5,3,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,2.75,382.66,663.028,2,1262.951,1262.951,1263.88,1,6,6,6,6,4,6,6,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.047,116.047,388.724,1,6,4,5,6,6,5,"A lot of what I was reading was fact which is why I felt the need to think more deliberately ",6,5,6,6,6,6,,,10.122,125.673,126.245,18,No,No,No,No,No,No,,Yes,10.122,125.673,126.245,18,none,No,it's conversational abilities,Detractor,5,nope,
2025-08-05 18:01:26,2025-08-05 18:01:50,IP Address,82.36.155.101,100,23,True,2025-08-05 18:01:50,R_2n7W4VrAILh6zx7,,,,,51.4674,-0.3556,anonymous,EN,I agree and I want to participate,664f41aa9da79278f9638bd5,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05 18:02:12,2025-08-05 18:30:08,IP Address,37.60.101.30,100,1675,True,2025-08-05 18:30:09,R_2GdfywGzTbvHbAR,,,,,50.746,-1.9791,anonymous,EN,I agree and I want to participate,6163f8a826c9b98b20139416,Desktop,Other,English,45 to 64,Male,High school diploma or equivalent,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,3,3,3,5,5,5,Multiple times a day,7,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,210.759,0,0,0,630.037,0,3,2,6,6,3,3,6,3,7,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,86.568,0,6,3,3,6,6,5,Because I was taking a study and therefore I needed to approach it in that way,5,4,7,2,2,4,Yes,"Because it was a report from what appeared to be a Russian state broadcaster (RT- Russia Today), quoting a ""Russian Diplomat"" with no examination of the claims that were being ade by him.",1.66,138.649,143.765,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.66,138.649,143.765,14,"The interactions weren't strong enough, in that they cut out far quicker than they needed to.",No,"Nothing, it was just everyday stuff, although it would have been far better if you'd allowed the study  taker to see the text of the article during the discussion with the bot",Detractor,1,"Let the study taker see the article, otherwise, they are at a disadvantage with the bot which has full knowledge, rather than just a single readthrough",
2025-07-29 18:36:49,2025-07-29 18:40:07,IP Address,90.222.36.77,58,198,False,2025-08-05 18:40:08,R_25TQcgIAAe3TIOa,,,,,51.9916,-0.7357,anonymous,EN,I agree and I want to participate,666861d3a592871c05b6fa7f,Desktop,Other,English,18 to 24,Male,Bachelor's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,7,2,3,5,6,2,Once a week,10,online news websites,,0,0,43.703,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
